"REF_DATE","GEO","DGUID","Fuel type","Vehicle type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-10","Saskatchewan","2016A000247","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719378","9.4.5.1","3","","","","0"
"2024-01","Saskatchewan","2016A000247","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719378","9.4.5.1","0","","","","0"
"2017-01","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2017-04","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2017-07","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2017-10","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2018-01","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2018-04","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2018-07","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2018-10","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2019-01","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2019-04","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2019-07","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2019-10","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2020-01","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2020-04","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2020-07","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2020-10","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2021-01","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2021-04","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2021-07","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2021-10","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2022-01","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2022-04","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2022-07","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2022-10","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2023-01","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2023-04","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2023-07","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2023-10","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2024-01","Alberta","2016A000248","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719385","10.4.1.1","","..","","","0"
"2017-01","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2017-04","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2017-07","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2017-10","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2018-01","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2018-04","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2018-07","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2018-10","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2019-01","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2019-04","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2019-07","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2019-10","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2020-01","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2020-04","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2020-07","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2020-10","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2021-01","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2021-04","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2021-07","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2021-10","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2022-01","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2022-04","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2022-07","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2022-10","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2023-01","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2023-04","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2023-07","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2023-10","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2024-01","Alberta","2016A000248","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719392","10.4.2.1","","..","","","0"
"2017-01","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2017-04","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2017-07","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2017-10","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2018-01","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2018-04","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2018-07","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2018-10","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2019-01","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2019-04","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2019-07","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2019-10","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2020-01","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2020-04","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2020-07","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2020-10","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2021-01","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2021-04","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2021-07","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2021-10","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2022-01","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2022-04","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2022-07","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2022-10","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2023-01","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2023-04","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2023-07","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2023-10","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2024-01","Alberta","2016A000248","Battery electric","Pickup trucks","Number of vehicles","Units","300","units","0","v1271719399","10.4.3.1","","..","","","0"
"2017-01","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2017-04","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2017-07","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2017-10","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2018-01","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2018-04","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2018-07","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2018-10","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2019-01","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2019-04","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2019-07","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2019-10","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2020-01","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2020-04","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2020-07","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2020-10","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2021-01","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2021-04","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2021-07","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2021-10","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2022-01","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2022-04","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2022-07","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2022-10","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2023-01","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2023-04","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2023-07","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2023-10","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2024-01","Alberta","2016A000248","Battery electric","Multi-purpose vehicles","Number of vehicles","Units","300","units","0","v1271719406","10.4.4.1","","..","","","0"
"2017-01","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2017-04","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2017-07","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2017-10","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2018-01","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2018-04","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2018-07","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2018-10","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2019-01","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2019-04","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2019-07","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2019-10","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2020-01","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2020-04","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2020-07","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2020-10","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2021-01","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2021-04","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2021-07","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2021-10","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2022-01","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2022-04","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2022-07","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2022-10","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2023-01","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2023-04","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2023-07","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2023-10","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2024-01","Alberta","2016A000248","Battery electric","Vans","Number of vehicles","Units","300","units","0","v1271719413","10.4.5.1","","..","","","0"
"2017-01","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","413","","","","0"
"2017-04","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","480","","","","0"
"2017-07","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","517","","","","0"
"2017-10","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","503","","","","0"
"2018-01","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","713","","","","0"
"2018-04","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","1491","","","","0"
"2018-07","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","1588","","","","0"
"2018-10","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","1308","","","","0"
"2019-01","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","2027","","","","0"
"2019-04","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","4765","","","","0"
"2019-07","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","3235","","","","0"
"2019-10","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","2261","","","","0"
"2020-01","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","2895","","","","0"
"2020-04","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","2043","","","","0"
"2020-07","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","3610","","","","0"
"2020-10","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","3539","","","","0"
"2021-01","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","4826","","","","0"
"2021-04","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","4223","","","","0"
"2021-07","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","4831","","","","0"
"2021-10","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","4189","","","","0"
"2022-01","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","5385","","","","0"
"2022-04","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","5552","","","","0"
"2022-07","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","7508","","","","0"
"2022-10","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","6381","","","","0"
"2023-01","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","6552","","","","0"
"2023-04","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","8725","","","","0"
"2023-07","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","10812","","","","0"
"2023-10","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","8775","","","","0"
"2024-01","British Columbia and the Territories","","Battery electric","Total, vehicle type","Number of vehicles","Units","300","units","0","v1271719420","11.4.1.1","7384","","","","0"
"2017-01","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","251","","","","0"
"2017-04","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","307","","","","0"
"2017-07","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","314","","","","0"
"2017-10","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","328","","","","0"
"2018-01","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","463","","","","0"
"2018-04","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","1241","","","","0"
"2018-07","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","1318","","","","0"
"2018-10","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","1133","","","","0"
"2019-01","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","1436","","","","0"
"2019-04","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","4159","","","","0"
"2019-07","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","2603","","","","0"
"2019-10","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","1666","","","","0"
"2020-01","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","2249","","","","0"
"2020-04","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","1428","","","","0"
"2020-07","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","2223","","","","0"
"2020-10","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","2233","","","","0"
"2021-01","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","2194","","","","0"
"2021-04","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","2146","","","","0"
"2021-07","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","2513","","","","0"
"2021-10","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","1913","","","","0"
"2022-01","British Columbia and the Territories","","Battery electric","Passenger cars","Number of vehicles","Units","300","units","0","v1271719427","11.4.2.1","2952","","","","0"
